Title,More Info,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,City,Neighborhood
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,300,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Other Surulere
Spacious Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Ijesha
Roomself Con,FLAT / APARTMENT FOR RENT,"250,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Ojuelegba
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Surulere,Ogunlana
Newly Built Mini Flat,FLAT / APARTMENT FOR RENT,"600,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Lawanson
1 Bedroom Flat,FLAT / APARTMENT FOR RENT,"250,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Ogunlana
Executive 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Bode thomas
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Marsha
*newly Built Executive Superb 2 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"1,200,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Single Room,FLAT / APARTMENT FOR RENT,"120,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"850,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Aguda
Newly Built Room Self Contain,FLAT / APARTMENT FOR RENT,"450,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,0 beds,2 baths,2 Toilets,Surulere,Bode thomas
Newly Built 2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,200,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat Upstairs,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Ogunlana
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,1,0,2 beds,3 baths,3 Toilets,Surulere,Randle Avenue
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,1 beds,2 baths,2 Toilets,Surulere,Randle Avenue
Lovely Newly Built Mini Flat Upstairs With Pop,FLAT / APARTMENT FOR RENT,"700,000",0,1,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,1,0,4 beds,5 baths,5 Toilets,Surulere,Other Surulere
Miniflat,FLAT / APARTMENT FOR RENT,"400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Single Room,FLAT / APARTMENT FOR RENT,"200,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Ijesha
Executive 2 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,1 beds,2 baths,3 Toilets,Surulere,Marsha
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ogunlana
Fantastic 3bedroom Flat,FLAT / APARTMENT FOR RENT,"1,800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Single Room,FLAT / APARTMENT FOR RENT,"98,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Ojuelegba
Spacious Room Self Contain,FLAT / APARTMENT FOR RENT,"300,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Clean Mini Flat Upstairs,FLAT / APARTMENT FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
Office Space,3 BEDROOM COMMERCIAL PROPERTY FOR RENT,"6,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Adelabu
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Aguda
Clean Room Self Contain,FLAT / APARTMENT FOR RENT,"400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,4 beds,4 baths,4 Toilets,Surulere,Bode thomas
Spacious Mini Flat,FLAT / APARTMENT FOR RENT,"500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Spacious Roomself Contained,FLAT / APARTMENT FOR RENT,"400,000",0,0,0, beds, baths, Toilets,Surulere,Other Surulere
3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Room Self Contan,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,2 beds,3 baths,3 Toilets,Surulere,Other Surulere
A Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Randle Avenue
2 Decent Unit Of 3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"60,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Fantastic 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Adelabu
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Surulere,Other Surulere
Newly Built Modern Mini Flat,FLAT / APARTMENT FOR RENT,"1,000,000",0,1,0,0 beds,0 baths,2 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,200,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Aguda
Shop/office,FLAT / APARTMENT FOR RENT,"400,000/day",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
3 Bedroom Office Use,FLAT / APARTMENT FOR RENT,"3,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Room Self Contain,FLAT / APARTMENT FOR RENT,"600,000/year",1,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Portable Mini Flat,FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,1,0,1 beds,2 baths,2 Toilets,Surulere,Ojuelegba
Lovely Clean Serviced Roomself Contain,FLAT / APARTMENT FOR RENT,"400,000",1,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Executive 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Lawanson
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Ojuelegba
3 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Ogunlana
Room Self Contan,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
A Single Room,FLAT / APARTMENT FOR RENT,"120,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Self Contain,FLAT / APARTMENT FOR RENT,"250,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Newly Built 2 Bedroom Flat Upstairs,2 BEDROOM HOUSE FOR RENT,"1,600,000",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Ogunlana
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Ojuelegba
Room Self Contan,1 BEDROOM FLAT / APARTMENT FOR RENT,"400,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Randle Avenue
Lovely 2nos Of 3bedroom Flat,FLAT / APARTMENT FOR RENT,"900,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Clean And Spacious Room Self Contained Upstairs,FLAT / APARTMENT FOR RENT,"400,000",1,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Room Self Contain,FLAT / APARTMENT FOR RENT,"450,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
Room Self Con,FLAT / APARTMENT FOR RENT,"500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,800,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Bode thomas
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"250,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Bode thomas
Spacious 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,5 baths,6 Toilets,Surulere,Bode thomas
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,1,0,1 beds,1 baths,2 Toilets,Surulere,Lawanson
Spacious 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Marsha
Executive 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,100,000/year",0,0,1,2 beds,2 baths,2 Toilets,Surulere,Lawanson
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,1,2 beds,2 baths,3 Toilets,Surulere,Aguda
2 Bedroom Flat Bungalow,2 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Bode thomas
8 Bedroom Detached Furnished Duplex,8 BEDROOM HOUSE FOR RENT,"9,000,000/year",0,0,1,8 beds,8 baths,9 Toilets,Surulere,Bode thomas
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Surulere,Aguda
Spacious 3bedroom Flat Upstairs,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Aguda
Spacious Block Of 2flats Of 4bedroom And 3bedroom Flats In Surulere,HOUSE FOR RENT,"4,000,000/year",0,0,0, beds, baths, Toilets,Surulere,Ogunlana
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,2 beds,2 baths,2 Toilets,Surulere,Aguda
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Aguda
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,100,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,4 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Ijesha
Nice 4 Bedroom Flat,4 BEDROOM COMMERCIAL PROPERTY FOR RENT,"3,000,000/year",0,0,0,4 beds,2 baths,2 Toilets,Surulere,Ogunlana
Lovely 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Surulere,Other Surulere
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,3 baths,3 Toilets,Surulere,Ogunlana
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Adelabu
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,100,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Randle Avenue
Standard Lovely Mini Flat,FLAT / APARTMENT FOR RENT,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Units 3bedroom,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,300,000/year",0,1,0,3 beds,3 baths,4 Toilets,Surulere,Ogunlana
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,1,1,2 beds,2 baths,3 Toilets,Surulere,Lawanson
Nice 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,100,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Aguda
Massive 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,5 beds,5 baths,5 Toilets,Surulere,Randle Avenue
Newly Built 4bd Terrace,FLAT / APARTMENT FOR RENT,"3,500,000/year",1,1,0, beds,4 baths,5 Toilets,Surulere,Other Surulere
5 Bedroom Bungalow,5 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,5 beds,5 baths,5 Toilets,Surulere,Bode thomas
"This Property Is Gone, You Can Call For Another Good One",FLAT / APARTMENT FOR RENT,"400,000/year",0,1,0, beds,1 baths,1 Toilets,Surulere,Randle Avenue
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,4 beds,0 baths,0 Toilets,Surulere,Bode thomas
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2bedroom Flat,FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
3 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
3bedroom Flat*,FLAT / APARTMENT FOR RENT,"3,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Numbers Of 2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,0, beds, baths, Toilets,Surulere,Other Surulere
Shared Apartment For A Guy,FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,0 beds,1 baths,1 Toilets,Surulere,Aguda
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
5 Bedroom Duplex,HOUSE FOR RENT,"4,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
4 Bedroom Terrace Duplex,HOUSE FOR RENT,"5,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
2 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"2,500,000/year",0,0,0,3 beds,2 baths,3 Toilets,Surulere,Aguda
Spacious Room Self Contain,FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,0 beds,1 baths,1 Toilets,Surulere,Aguda
3 Bedroom Flat,HOUSE FOR RENT,"1,800,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
2 Bedroom Flat,HOUSE FOR RENT,"1,300,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Neat Mini 2bedroom Flat,HOUSE FOR RENT,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Mini Flat,HOUSE FOR RENT,"350,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
Lovely Clean Standard 3bedroom Flat,HOUSE FOR RENT,"2,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,4 beds, baths, Toilets,Surulere,Other Surulere
Room Self Contain,FLAT / APARTMENT FOR RENT,"350,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
2 Bedroom Flat,HOUSE FOR RENT,"2,000,000/year",0,0,0, beds, baths, Toilets,Surulere,Randle Avenue
Mini Flat,FLAT / APARTMENT FOR RENT,"750,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
2 Bedroom Flat,HOUSE FOR RENT,"1,600,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Newly Renovated 3bedroom Flat,HOUSE FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Clean Room Self Contained,FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
Lovely 2 Bedroom Apartment,HOUSE FOR RENT,"1,300,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Good 2bedroom Flat,HOUSE FOR RENT,"800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Lovely 2bedroom Flat For Office Space,HOUSE FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Miniflat,FLAT / APARTMENT FOR RENT,"450,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Good 3 Bedroom Flat,HOUSE FOR RENT,"900,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
2bedroom Flat,HOUSE FOR RENT,"800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Mini Flat,FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0, beds, baths, Toilets,Surulere,Other Surulere
Roomself Contain,FLAT / APARTMENT FOR RENT,"350,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Newly Built 2 Bedroom Flat,HOUSE FOR RENT,"1,700,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
New House 2bedroom Flat,HOUSE FOR RENT,"900,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Renovated 2bedroom Flat,HOUSE FOR RENT,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Clean 3bedroom Flat,HOUSE FOR RENT,"1,300,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Spacious Miniflat,FLAT / APARTMENT FOR RENT,"600,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Miniflat,FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Mini Flat,FLAT / APARTMENT FOR RENT,"800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
3 Bedrooms Flat,HOUSE FOR RENT,"2,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
One Room Self Contain,FLAT / APARTMENT FOR RENT,"250,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
Mini Flat,FLAT / APARTMENT FOR RENT,"400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
2bedroom Flat,HOUSE FOR RENT,"700,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
4 Number Of 2 Bedroom Flat,HOUSE FOR RENT,"65,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Lovely Clean 3bedroom Flat,HOUSE FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
Mini Flat With Car Park Space,FLAT / APARTMENT FOR RENT,"550,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Fantastic 3 Bedroom Flat,HOUSE FOR RENT,"1,800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Specious Mini Flat,FLAT / APARTMENT FOR RENT,"450,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
2 Bedroom Flat,HOUSE FOR RENT,"1,800,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Good Clean Mini Flat,FLAT / APARTMENT FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
4 Units Of Mini Flat,FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
Room Self Contain,FLAT / APARTMENT FOR RENT,"450,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Lovely 2bedroom Flat On Ground Floor,HOUSE FOR RENT,"900,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Lovely Portable Mini Flat,FLAT / APARTMENT FOR RENT,"550,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Spacious 3bedroom Flat,HOUSE FOR RENT,"3,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Mini Flat,FLAT / APARTMENT FOR RENT,"550,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Mini Flat,FLAT / APARTMENT FOR RENT,"350,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Self Contain,FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
4bedroom Flat,HOUSE FOR RENT,"3,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
3 Bedroom Apartment,FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,1,0,4 beds,0 baths,0 Toilets,Surulere,Aguda
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,0 baths,0 Toilets,Surulere,Other Surulere
Spacious 2bedroom Flat,FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Lawanson
Renoveted 2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"700,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
4bedroom Terrace,FLAT / APARTMENT FOR RENT,"4,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
Mini Flat,FLAT / APARTMENT FOR RENT,"550,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Lovely Big Room Self Contain,FLAT / APARTMENT FOR RENT,"400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
Room Self Contain,FLAT / APARTMENT FOR RENT,"300,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Lovely Mini Flat,FLAT / APARTMENT FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Executive Newly Built 3bedroom And 2bedroom Flat,FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2numbers Of 3bedroom Flat,HOUSE FOR RENT,"2,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Adelabu
Lovely Under Renovation Mini Flat,FLAT / APARTMENT FOR RENT,"600,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Mini Flat Bq,FLAT / APARTMENT FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Lovely 2bedroom Flat,FLAT / APARTMENT FOR RENT,"850,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Room Self Contain,FLAT / APARTMENT FOR RENT,"400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Lovely 2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Room Self Contain,FLAT / APARTMENT FOR RENT,"350,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Furnished 3bedroom Flat,FLAT / APARTMENT FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Portable Mini Flat,FLAT / APARTMENT FOR RENT,"750,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Mini Flat,FLAT / APARTMENT FOR RENT,"700,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Renovated Mini Flat,FLAT / APARTMENT FOR RENT,"700,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
4 Bedroom Duplex,FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Relatively New 3 Bedroom Flat In A Block Of Four,HOUSE FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Lovely 3 Bedroom Flat With A Master Bedroom,FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
